ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1587DE",84,69,90,10688.000,"F","T","F","M",423.000,4.000,"name14822@wwmail.de",2006-03-05,778.008,1
"1587DE",84,69,90,15688.000,"F","T","F","M",423.000,4.000,"name25561@wwmail.uk",2010-01-07,870.645,3
"1587DE",84,69,90,20688.000,"F","T","F","M",423.000,6.000,"name23922@wwmail.org",2007-11-10,333.663,2
"1587DE",84,69,90,5207.000,"T","T","F","M",423.000,11.000,"name17758@wwmail.es",2001-08-30,411.100,1
"1587HX",84,66,89,2296.000,"F","T","F","F",7781.000,10.000,"name22491@wwmail.inc",2010-04-09,455.189,3
"1587KC",88,75,88,3046.000,"F","T","F","F",4958.000,7.000,"name15068@wwmail.de",2009-11-23,884.601,3
"1587KC",88,75,88,8247.000,,,,"F",4958.000,2.000,"name12823@tnet.uk",2010-03-12,1317.741,4
"1587KC",88,75,88,23247.000,,,,"F",4958.000,9.000,"name227@hmail.inc",2007-05-27,941.403,3
"1587LM",79,66,90,18655.000,,,,"M",1451.000,6.000,"name337@hmail.inc",2009-09-19,656.657,2
"1587LM",79,66,90,28655.000,"T","F","T","M",1451.000,3.000,"name7915@tnet.fr",2006-09-19,968.037,2
"1587MG",80,67,93,12234.000,,,,"F",7612.000,1.000,"name21487@wwmail.inc",2010-09-12,542.103,2
"1587UJ",74,60,92,15974.000,,,,"F",39.000,5.000,"name7597@tnet.fr",2007-08-17,821.146,2
"1587UJ",74,60,92,773.000,"T","T","F","F",39.000,12.000,"name20623@wwmail.es",2001-08-24,784.010,2
"1587UJ",74,60,92,20974.000,,,,"F",39.000,4.000,"name19698@wwmail.es",2010-10-08,686.192,3
"1588AM",74,56,90,3881.000,"F","T","F","F",5056.000,9.000,"name15692@wwmail.de",2002-03-01,93.590,1
"1588AM",74,56,90,28882.000,"F","F","T","F",5056.000,11.000,"name28517@zigzag.cat",2008-04-25,1694.528,4
"1588FL",81,63,86,3545.000,"F","T","F","M",1055.000,5.000,"name27071@wwmail.uk",2003-10-24,2654.820,4
"1588FL",81,63,86,28647.000,"T","F","T","M",1055.000,4.000,"name1950@lomejor.es",2009-10-23,452.299,2
"1588FL",81,63,86,23647.000,,,,"M",1055.000,2.000,"name10043@tnet.inc",2008-08-02,204.658,1
"1589SQ",81,66,91,10743.000,"F","T","F","F",31.000,11.000,"name19300@wwmail.es",2006-02-20,1256.832,3
"1589SQ",81,66,91,5743.000,"F","T","F","F",31.000,2.000,"name26261@wwmail.uk",2008-02-12,539.377,1
"1589VO",81,66,91,15425.000,"F","F","T","F",9064.000,7.000,"name7400@tnet.fr",2005-11-07,453.266,1
"1589VO",81,66,91,20425.000,,,,"F",9064.000,3.000,"name4664@tnet.jp",2010-12-26,572.304,2
"1589VO",81,66,91,5462.000,"F","T","F","F",9064.000,11.000,"name6779@tnet.fr",2002-01-17,229.050,1
"1589VO",81,66,91,25425.000,"T","F","F","F",9064.000,9.000,"name653@hmail.uk",2009-11-26,2182.320,6
"1590WG",74,63,90,4532.000,"F","T","F","F",7910.000,8.000,"name13335@tnet.uk",1999-04-08,1334.750,1
"1590WG",74,63,90,24530.000,"T","F","F","F",7910.000,4.000,"name21794@wwmail.inc",2009-11-01,820.436,4
"1591ID",81,68,88,3904.000,"T","T","F","F",2251.000,7.000,"name10689@tnet.inc",1999-06-21,63.420,1
"1591IR",79,60,90,10338.000,"F","T","F","M",5903.000,5.000,"name8123@tnet.fr",2009-06-11,703.926,3
"1591IR",79,60,90,25338.000,"F","T","F","M",5903.000,10.000,"name13959@tnet.uk",2005-03-21,95.392,1
"1591IR",79,60,90,30338.000,"F","T","F","M",5903.000,2.000,"name4065@tnet.jp",2010-07-19,447.002,1
"1591LQ",76,62,95,28149.000,"F","F","T","F",6115.000,11.000,"name15758@wwmail.de",2010-05-23,553.737,2
"1591LV",90,73,91,2382.000,"T","T","F","F",103.000,3.000,"name9839@tnet.inc",2010-01-13,724.731,2
"1591LV",90,73,91,17384.000,"F","F","T","F",103.000,6.000,"name7040@tnet.fr",2006-12-12,465.702,1
"1591LV",90,73,91,7384.000,,,,"F",103.000,3.000,"name12917@tnet.uk",2007-10-09,500.307,2
"1591LV",90,73,91,22384.000,,,,"F",103.000,8.000,"name24351@wwmail.org",2010-02-17,531.508,3
"1591MD",94,83,91,19847.000,,,,"M",5122.000,11.000,"name27624@zigzag.be",2010-06-03,912.700,4
"1591MD",94,83,91,24847.000,,,,"M",5122.000,7.000,"name19978@wwmail.es",2007-04-23,217.767,1
"1591PT",83,71,91,13038.000,"F","T","F","F",361.000,2.000,"name2992@molbe.cat",2008-02-20,1077.018,3
"1591PT",83,71,91,8038.000,"F","T","F","F",361.000,10.000,"name2853@molbe.cat",2009-01-17,965.448,3
"1591PT",83,71,91,23038.000,"F","T","T","F",361.000,11.000,"name10798@tnet.inc",2006-01-03,264.884,2
"1591QC",88,72,88,7739.000,,,,"M",4285.000,2.000,"name3028@molbe.cat",2010-02-18,1479.460,3
"1591QC",88,72,88,17739.000,"T","F","F","M",4285.000,9.000,"name25381@wwmail.org",2008-06-02,702.865,2
"1591TS",84,69,87,25254.000,,,,"M",3093.000,11.000,"name13969@tnet.uk",2010-10-13,891.246,3
"1591VQ",78,62,91,9214.000,"T","F","F","F",6337.000,5.000,"name27857@zigzag.be",2010-10-16,1253.818,3
"1591VQ",78,62,91,24214.000,"F","F","T","F",6337.000,3.000,"name21533@wwmail.inc",2006-03-24,463.112,1
"1591WW",90,71,89,6558.000,"T","T","F","F",1499.000,7.000,"name18694@wwmail.es",2005-11-19,288.282,1
"1591WW",90,71,89,11558.000,"F","T","F","F",1499.000,7.000,"name23500@wwmail.org",2010-01-28,360.974,2
"1591WW",90,71,89,21558.000,"F","T","F","F",1499.000,9.000,"name14343@tnet.uk",2008-03-03,335.774,2
"1592IY",74,58,87,18857.000,,,,"F",606.000,5.000,"name11419@tnet.uk",2010-10-17,100.030,1
"1592NZ",71,54,93,16731.000,,,,"F",808.000,3.000,"name6362@tnet.fr",2010-09-26,1336.647,6
"1592NZ",71,54,93,11731.000,"T","F","T","F",808.000,4.000,"name16062@wwmail.de",2006-05-26,1128.879,3
"1592NZ",71,54,93,21731.000,"T","F","T","F",808.000,7.000,"name27733@zigzag.be",2005-11-30,132.291,1
"1592OF",79,61,88,1496.000,"F","T","F","F",2701.000,1.000,"name20348@wwmail.es",2000-06-01,1136.320,2
"1592OF",79,61,88,21495.000,"T","F","F","F",2701.000,8.000,"name7375@tnet.fr",2010-01-05,2167.548,6
"1592OF",79,61,88,16495.000,"F","F","T","F",2701.000,4.000,"name18717@wwmail.es",2008-11-05,264.213,2
"1592OK",84,69,94,6762.000,,,,"F",8726.000,3.000,"name13014@tnet.uk",2005-06-02,438.509,1
"1592OK",84,69,94,16762.000,,,,"F",8726.000,12.000,"name6948@tnet.fr",2010-08-16,795.642,3
"1593EY",84,71,90,18932.000,"T","F","F","F",4108.000,10.000,"name11401@tnet.uk",2010-12-09,171.622,3
"1593GT",83,69,89,12107.000,"F","F","T","M",472.000,11.000,"name23411@wwmail.org",2010-01-22,1105.933,3
"1593GT",83,69,89,7107.000,,,,"M",472.000,11.000,"name25694@wwmail.uk",2010-05-09,522.640,2
"1593GT",83,69,89,17107.000,"T","F","F","M",472.000,6.000,"name819@hmail.uk",2010-06-07,720.698,2
"1593WU",71,56,88,18728.000,"F","T","T","F",3343.000,12.000,"name29482@zigzag.jp",2008-05-23,521.899,2
"1593WU",71,56,88,13728.000,"F","T","F","F",3343.000,11.000,"name25237@wwmail.org",2008-03-07,1461.541,3
"1593WU",71,56,88,3626.000,"F","T","F","F",3343.000,10.000,"name15484@wwmail.de",2004-10-04,1583.750,2
"1593ZG",79,63,94,4608.000,"F","T","F","M",739.000,10.000,"name3867@tnet.jp",2000-06-24,496.400,1
"1594AP",78,60,87,27105.000,,,,"F",9526.000,11.000,"name13426@tnet.uk",2008-03-22,343.000,3
"1594DA",81,61,92,24294.000,,,,"F",7226.000,2.000,"name10330@tnet.inc",2009-08-05,233.872,3
"1594JZ",86,70,92,29834.000,"F","F","T","M",5074.000,1.000,"name24798@wwmail.org",2009-06-07,1340.828,3
"1594QY",67,53,90,4383.000,"F","T","F","F",4771.000,10.000,"name2484@molbe.cat",2008-06-26,843.335,2
"1594QY",67,53,90,14682.000,,,,"F",4771.000,7.000,"name29879@zigzag.fr",2009-02-26,520.388,2
"1594QY",67,53,90,29682.000,,,,"F",4771.000,8.000,"name22205@wwmail.inc",2009-03-25,1161.044,3
"1594YO",77,61,89,19571.000,,,,"M",3091.000,10.000,"name4862@tnet.jp",2008-05-25,194.421,1
"1594YO",77,61,89,9571.000,,,,"M",3091.000,2.000,"name16198@wwmail.de",2008-11-08,716.333,2
"1594YO",77,61,89,29571.000,,,,"M",3091.000,2.000,"name27346@zigzag.be",2010-09-17,974.510,3
"1595GQ",87,74,91,9254.000,"T","F","F","M",1468.000,9.000,"name2014@lomejor.es",2010-01-13,1705.122,3
"1595GQ",87,74,91,4758.000,"F","T","T","M",1468.000,2.000,"name14828@wwmail.de",2003-11-08,749.260,2
"1595RM",78,62,93,5348.000,"T","T","F","M",2017.000,2.000,"name3336@molbe.cat",2000-01-01,396.100,1
"1595RM",78,62,93,30311.000,,,,"M",2017.000,10.000,"name22494@wwmail.inc",2007-06-21,499.974,1
"1595TD",90,71,91,14868.000,"T","T","F","M",612.000,6.000,"name26756@wwmail.uk",2007-08-17,761.480,2
"1595TD",90,71,91,29868.000,"F","T","F","M",612.000,5.000,"name11673@tnet.uk",2005-11-06,685.279,1
"1595TD",90,71,91,24868.000,"F","T","F","M",612.000,1.000,"name22107@wwmail.inc",2011-02-16,463.728,1
"1595YW",79,62,91,20864.000,,,,"F",887.000,8.000,"name7667@tnet.fr",2010-05-22,1007.230,3
"1595YW",79,62,91,10864.000,,,,"F",887.000,2.000,"name15525@wwmail.de",2009-06-03,256.566,2
"1596KX",85,69,91,10533.000,"T","T","F","M",8633.000,12.000,"name12513@tnet.uk",2008-04-11,751.703,1
"1596ZN",91,77,93,22814.000,,,,"M",5024.000,8.000,"name24462@wwmail.org",2008-10-25,252.531,1
"1597CK",72,56,88,12508.000,"F","T","F","F",1772.000,11.000,"name22823@wwmail.inc",2008-06-05,2058.328,5
"1597CK",72,56,88,2506.000,"F","T","F","F",1772.000,12.000,"name5577@tnet.jp",2001-08-16,1338.880,3
"1597CK",72,56,88,22508.000,"F","T","F","F",1772.000,11.000,"name16502@wwmail.de",2008-01-18,294.459,2
"1597DN",77,62,91,8304.000,,,,"F",1662.000,2.000,"name4489@tnet.jp",2010-10-25,1066.494,6
"1597DN",77,62,91,18304.000,,,,"F",1662.000,4.000,"name29935@zigzag.fr",2010-06-13,350.165,1
"1597DN",77,62,91,28304.000,,,,"F",1662.000,3.000,"name2419@molbe.cat",2009-09-02,997.767,2
"1597EW",79,63,89,9971.000,"T","F","F","F",7248.000,5.000,"name2639@molbe.cat",2009-11-29,1843.938,4
"1597EW",79,63,89,29971.000,,,,"F",7248.000,7.000,"name20414wwmail.es",2009-09-30,222.477,1
"1597HC",75,54,87,1145.000,"T","T","F","F",957.000,11.000,"name17502@wwmail.de",1999-05-19,604.470,1
"1597HC",75,54,87,6145.000,,,,"F",957.000,11.000,"name18431@wwmail.es",2008-05-03,216.846,2
"1597QS",82,65,93,22246.000,,,,"F",9971.000,5.000,"name22246@wwmail.inc",2007-03-28,938.121,3
"1597QS",82,65,93,7246.000,"T","F","F","F",9971.000,1.000,"name29825@zigzag.es",2007-04-08,396.433,1
"1598CJ",73,55,91,9977.000,,,,"F",4831.000,7.000,"name16674@wwmail.de",2010-07-08,473.794,2
"1598CJ",73,55,91,24977.000,"T","F","F","F",4831.000,8.000,"name2006@lomejor.es",2009-11-10,1196.399,4
"1598DK",82,70,92,14974.000,,,,"F",6741.000,11.000,"name7575@tnet.fr",2008-05-03,55.290,1
"1598DK",82,70,92,24974.000,"T","F","F","F",6741.000,5.000,"name7983@tnet.fr",2008-09-15,1539.516,3
"1598FI",83,69,92,18292.000,,,,"F",1301.000,8.000,"name26908@wwmail.uk",2009-02-11,1336.103,3
"1598FP",76,60,88,18690.000,,,,"F",4630.000,5.000,"name1777@lomejor.es",2010-01-26,554.940,2
"1598FP",76,60,88,3588.000,"F","T","F","F",4630.000,2.000,"name27044@wwmail.uk",2003-06-24,432.750,1
"1598FP",76,60,88,23690.000,,,,"F",4630.000,2.000,"name24672@wwmail.org",2006-07-14,234.948,1
"1598JI",84,71,89,7613.000,"F","T","F","F",7998.000,9.000,"name12895@tnet.uk",2008-01-01,265.912,1
"1598OP",81,65,91,12048.000,"F","T","T","F",3040.000,5.000,"name8097@tnet.fr",2008-01-10,625.720,3
"1598OP",81,65,91,17048.000,"F","T","F","F",3040.000,9.000,"name16750@wwmail.de",2005-06-04,357.043,2
"1598YI",85,72,91,5886.000,"T","F","F","F",5963.000,10.000,"name26091@wwmail.uk",2007-05-11,1408.684,3
"1598ZT",79,61,92,2445.000,"T","T","F","F",3143.000,7.000,"name29430@zigzag.jp",1999-05-23,33.580,1
"1598ZT",79,61,92,17447.000,,,,"F",3143.000,2.000,"name18329@wwmail.es",2010-12-04,542.668,2
"1598ZT",79,61,92,27447.000,,,,"F",3143.000,9.000,"name16103@wwmail.de",2010-02-07,415.077,2
"1599IS",76,62,92,3100.000,"F","T","F","F",4410.000,6.000,"name5648@tnet.jp",2004-09-23,977.250,2
"1599IS",76,62,92,28301.000,"F","F","T","F",4410.000,7.000,"name5022@tnet.jp",2009-02-07,222.526,2
"1599KC",84,71,92,20384.000,,,,"M",2037.000,7.000,"name7854@tnet.fr",2008-07-07,1150.899,4
"1599KC",84,71,92,15384.000,,,,"M",2037.000,8.000,"name10049@tnet.inc",2005-10-11,491.584,1
"1599KC",84,71,92,10384.000,"T","F","T","M",2037.000,4.000,"name4817@tnet.jp",2006-02-08,96.482,1
"1599KC",84,71,92,25384.000,"T","F","F","M",2037.000,9.000,"name25630@wwmail.uk",2007-09-21,1104.880,3
"1599NS",84,69,89,6876.000,,,,"F",2033.000,3.000,"name24283@wwmail.org",2007-10-27,970.987,3
"1599NS",84,69,89,26876.000,"T","F","F","F",2033.000,6.000,"name18012@wwmail.es",2008-11-30,183.588,1
"1599WM",85,69,87,15161.000,"T","F","F","M",5799.000,8.000,"name23097@wwmail.inc",2006-12-16,638.823,1
"1600DS",86,71,90,4936.000,"F","T","F","F",3916.000,1.000,"name10270@tnet.inc",2001-06-24,1646.920,2
"1600FN",83,68,91,17716.000,,,,"M",258.000,11.000,"name27852@zigzag.be",2009-04-28,567.979,3
"1600FN",83,68,91,12716.000,,,,"M",258.000,3.000,"name18576@wwmail.es",2010-03-04,1936.926,6
"1600FN",83,68,91,27716.000,,,,"M",258.000,11.000,"name9148@tnet.inc",2007-05-19,725.408,2
"1600QN",74,56,90,4640.000,"F","T","T","F",8516.000,7.000,"name7026@tnet.fr",2009-04-03,823.523,2
"1601AK",78,64,89,6751.000,"T","F","F","M",7820.000,10.000,"name6830@tnet.fr",2010-12-18,684.132,5
"1601AK",78,64,89,21751.000,,,,"M",7820.000,5.000,"name4347@tnet.jp",2010-03-10,1195.537,3
"1601AK",78,64,89,16751.000,,,,"M",7820.000,6.000,"name21723@wwmail.inc",2010-02-19,1195.693,6
"1601AK",78,64,89,26751.000,"F","F","T","M",7820.000,3.000,"name16461@wwmail.de",2010-01-14,471.609,2
"1601DA",80,65,92,21982.000,,,,"F",7518.000,4.000,"name19094@wwmail.es",2010-05-24,1757.965,4
"1601DA",80,65,92,16982.000,,,,"F",7518.000,5.000,"name20765@wwmail.inc",2010-02-07,1008.641,5
"1601RW",87,75,90,25865.000,,,,"M",1202.000,1.000,"name24910@wwmail.org",2009-06-02,921.858,3
"1601SM",80,71,90,20697.000,,,,"F",527.000,11.000,"name23038",2009-04-21,374.828,3
"1601WR",72,56,90,6765.000,,,,"M",4185.000,5.000,"name14751@wwmail.de",2005-12-12,111.388,1
"1601WR",72,56,90,1564.000,"F","T","F","M",4185.000,7.000,"name2957@molbe.cat",2003-08-09,751.470,2
"1601WR",72,56,90,26765.000,"T","F","F","M",4185.000,10.000,"name18022@wwmail.es",2007-11-12,514.816,2
"1601XC",74,59,90,892.000,"F","T","F","M",8895.000,5.000,"name5373@tnet.jp",2001-11-02,249.930,1
"1601XC",74,59,90,15893.000,"F","T","F","M",8895.000,8.000,"name11845@tnet.uk",2009-12-24,524.074,3
"1601XC",74,59,90,25893.000,"F","T","T","M",8895.000,6.000,"name22953@wwmail.inc",2010-08-21,899.760,3
"1602RY",81,66,91,16055.000,,,,"M",3428.000,10.000,"name17265@wwmail.de",2010-04-15,1577.738,4
"1602RY",81,66,91,21055.000,,,,"M",3428.000,4.000,"name19642@wwmail.es",2010-07-20,1610.045,4
"1602RY",81,66,91,26055.000,,,,"M",3428.000,2.000,"name26437@wwmail.uk",2009-01-24,1424.547,6
"1602TU",89,77,91,18526.000,,,,"M",4445.000,9.000,"name11477@tnet.uk",2009-04-10,573.168,2
"1602TU",89,77,91,3526.000,"F","T","T","M",4445.000,5.000,"name15389@wwmail.de",2003-03-26,739.090,3
"1602XO",78,68,91,26911.000,"T","F","F","F",3141.000,3.000,"name1371@lomejor.es",2010-08-05,1218.439,3
"1603TA",76,62,92,18201.000,"T","F","F","M",3330.000,4.000,"name7861@tnet.fr",2007-02-18,512.598,1
"1604BS",82,71,87,22760.000,,,,"F",2017.000,5.000,"name11126@tnet.inc",2010-11-14,496.634,2
"1604IW",92,80,90,16070.000,"T","F","T","M",9705.000,2.000,"name27682@zigzag.be",2009-01-21,1790.283,4
"1604NC",77,63,92,25722.000,,,,"M",7986.000,1.000,"name25982@wwmail.uk",2007-09-16,87.468,1
"1604WM",80,66,90,2776.000,"F","T","T","M",2236.000,6.000,"name5611@tnet.jp",2008-09-30,677.683,3
"1604WM",80,66,90,23075.000,,,,"M",2236.000,4.000,"name363@hmail.inc",2007-12-18,338.560,1
"1605BU",87,73,92,15631.000,,,,"M",6498.000,12.000,"name29033@zigzag.cat",2007-06-14,1010.388,2
"1605BU",87,73,92,25631.000,,,,"M",6498.000,2.000,"name9504@tnet.inc",2010-10-11,884.082,4
"1605IS",78,62,90,29794.000,,,,"M",524.000,10.000,"name11717@tnet.uk",2006-07-23,840.661,2
"1605IW",79,64,90,10226.000,,,,"F",6027.000,12.000,"name19488@wwmail.es",2008-06-16,1201.982,3
"1605IW",79,64,90,15226.000,,,,"F",6027.000,10.000,"name19209@wwmail.es",2007-03-26,662.991,3
"1605IW",79,64,90,20226.000,,,,"F",6027.000,11.000,"name16386@wwmail.de",2008-07-30,1094.091,3
"1605IW",79,64,90,25226.000,,,,"F",6027.000,4.000,"name8897@tnet.inc",2006-07-02,508.843,1
"1605RB",79,65,94,29071.000,"T","F","F","M",7152.000,3.000,"name8167@tnet.fr",2008-04-28,820.594,2
"1605RB",79,65,94,24071.000,,,,"M",7152.000,6.000,"name6652@tnet.fr",2010-08-11,345.835,1
"1605ST",83,65,92,12436.000,,,,"M",8079.000,2.000,"name17210@wwmail.de",2007-11-19,99.333,1
"1605ST",83,65,92,22436.000,,,,"M",8079.000,3.000,"name24376@wwmail.org",2009-08-09,1830.463,6
"1605UY",76,61,93,16526.000,,,,"F",8675.000,3.000,"name21796@wwmail.inc",2010-09-27,676.610,2
"1605UY",76,61,93,11526.000,,,,"F",8675.000,10.000,"name23505@wwmail.org",2010-05-26,845.186,3
"1606AD",79,64,89,29177.000,"T","F","F","F",8627.000,9.000,"name24875@wwmail.org",2010-07-24,492.488,2
"1606VF",79,65,89,770.000,"F","T","F","F",2558.000,8.000,"name29034@zigzag.cat",2003-10-07,361.940,2
"1606VF",79,65,89,25971.000,,,,"F",2558.000,10.000,"name25062@wwmail.org",2009-11-20,739.872,3
"1606YS",78,64,94,6666.000,"F","F","T","M",3731.000,11.000,"name21279@wwmail.inc",2008-08-22,503.903,2
"1606YS",78,64,94,11666.000,"F","F","T","M",3731.000,8.000,"name18947@wwmail.es",2010-06-27,598.815,2
"1606YS",78,64,94,26666.000,"F","F","T","M",3731.000,8.000,"name5303@tnet.jp",2008-05-28,1458.671,3
"1606ZP",82,64,90,9882.000,,,,"M",4839.000,7.000,"name26406@wwmail.uk",2010-02-15,1087.277,3
"1606ZP",82,64,90,24882.000,"T","F","F","M",4839.000,12.000,"name14008@tnet.uk",2010-05-21,871.775,5
"1607DY",82,67,84,28810.000,"F","F","T","M",3827.000,3.000,"name27243@zigzag.be",2007-02-22,954.572,3
"1607EO",73,56,90,24567.000,,,,"F",1401.000,9.000,"name27137@wwmail.uk",2008-09-29,656.699,2
"1607GG",76,63,89,8142.000,"F","F","T","M",5252.000,7.000,"name24078@wwmail.org",2010-10-19,2773.203,6
"1607GG",76,63,89,23142.000,"T","F","F","M",5252.000,4.000,"name6787@tnet.fr",2010-12-24,1900.299,6
"1607OB",87,70,93,13885.000,"F","F","T","M",9943.000,7.000,"name18165@wwmail.es",2008-10-03,1522.105,3
"1607OB",87,70,93,23885.000,"T","F","T","M",9943.000,4.000,"name9751@tnet.inc",2007-11-29,75.744,1
"1607UB",82,68,93,24805.000,,,,"F",7990.000,5.000,"name15081@wwmail.de",2007-08-09,745.004,2
"1607ZU",81,69,90,16204.000,,,,"M",8728.000,5.000,"name1210@hmail.uk",2010-08-15,466.235,1
"1608BS",79,64,91,9253.000,"T","T","F","F",6373.000,6.000,"name26295@wwmail.uk",2005-06-12,200.804,1
"1608BS",79,64,91,29253.000,"T","T","F","F",6373.000,5.000,"name9340@tnet.inc",2011-06-23,4570.247,3
"1608MU",82,63,87,7859.000,,,,"F",3548.000,5.000,"name7370@tnet.fr",2009-08-23,628.886,2
"1608OP",84,68,93,22518.000,"F","T","F","M",6473.000,3.000,"name23374@wwmail.inc",2005-06-26,243.699,1
"1608WN",84,67,89,6684.000,,,,"F",5130.000,4.000,"name13022@tnet.uk",2009-11-17,647.483,2
"1609IR",84,70,88,19938.000,"F","T","F","M",374.000,4.000,"name11262@tnet.uk",2010-03-10,749.506,3
"1609LK",85,71,87,24159.000,"T","F","T","F",4925.000,12.000,"name11152@tnet.inc",2007-11-02,1103.996,3
"1609MG",84,70,90,14925.000,,,,"M",2255.000,5.000,"name22412@wwmail.inc",2009-03-01,1608.945,5
"1609MG",84,70,90,4726.000,"F","T","F","M",2255.000,3.000,"name13307@tnet.uk",2004-04-05,1156.350,1
"1609MG",84,70,90,24925.000,,,,"M",2255.000,8.000,"name26029@wwmail.uk",2010-09-14,1718.193,4
"1609MG",84,70,90,29925.000,,,,"M",2255.000,3.000,"name22328@wwmail.inc",2010-06-04,373.878,2
"1610GL",78,64,92,21443.000,"T","T","F","M",9772.000,10.000,"name9280@tnet.inc",2008-07-26,341.503,1
"1610GL",78,64,92,16443.000,"F","T","F","M",9772.000,10.000,"name15963@wwmail.de",2006-10-20,567.736,2
"1610GL",78,64,92,1444.000,"T","T","F","M",9772.000,3.000,"name6709@tnet.fr",2001-05-14,321.120,1
"1610LO",82,66,94,11476.000,"F","F","T","M",8363.000,5.000,"name15360@wwmail.de",2008-08-18,1122.819,3
"1610UR",77,61,85,21764.000,,,,"M",472.000,11.000,"name8959@tnet.inc",2006-06-02,256.814,1
"1610UR",77,61,85,26764.000,"T","F","F","M",472.000,1.000,"name20938@wwmail.inc",2009-07-29,597.060,1
"1610XO",74,57,90,5612.000,"F","T","F","M",2182.000,5.000,"name26414@wwmail.uk",2002-12-19,593.540,1
"1610XO",74,57,90,25575.000,,,,"M",2182.000,3.000,"name14447@wwmail.de",2009-02-18,1061.085,3
"1610YN",85,70,88,14441.000,,,,"F",1693.000,5.000,"name9212@tnet.inc",2006-08-11,554.447,2
"1610YN",85,70,88,4443.000,"T","T","F","F",1693.000,12.000,"name3832@tnet.jp",2000-07-09,668.240,1
"1610YN",85,70,88,24441.000,,,,"F",1693.000,2.000,"name9512@tnet.inc",2009-09-01,1506.750,5
"1611MW",71,57,93,19135.000,"T","F","F","F",4116.000,4.000,"name1588@lomejor.es",2005-09-05,305.125,1
"1611MW",71,57,93,9135.000,,,,"F",4116.000,10.000,"name2029@lomejor.es",2005-07-09,182.042,1
"1611RI",82,67,91,20767.000,,,,"F",4306.000,3.000,"name28074@zigzag.be",2008-09-02,412.536,1
"1611RI",82,67,91,15767.000,,,,"F",4306.000,5.000,"name3443@molbe.cat",2008-08-07,472.377,2
"1611UR",79,65,91,26782.000,,,,"F",8104.000,11.000,"name13625@tnet.uk",2010-03-26,2236.449,5
"1612CO",78,61,90,21305.000,,,,"M",261.000,1.000,"name28597@zigzag.cat",2006-02-23,403.534,1
"1612CO",78,61,90,16305.000,"F","F","T","M",261.000,7.000,"name17002@wwmail.de",2008-10-19,211.162,1
"1612CO",78,61,90,6305.000,"F","F","T","M",261.000,4.000,"name20969@wwmail.inc",2010-02-07,843.680,3
"1612CO",78,61,90,26305.000,,,,"M",261.000,11.000,"name10296@tnet.inc",2007-10-08,310.546,1
"1612FA",82,65,89,18124.000,,,,"M",8533.000,6.000,"name18663@wwmail.es",2010-02-14,1035.911,3
"1612HC",84,68,90,6913.000,"T","T","F","F",9593.000,6.000,"name27063@wwmail.uk",2009-11-17,1267.099,3
"1612HC",84,68,90,1712.000,"F","T","T","F",9593.000,3.000,"name10423@tnet.inc",2008-01-05,771.656,3
"1612HC",84,68,90,16913.000,"F","T","F","F",9593.000,10.000,"name29629@zigzag.com",2009-05-11,2046.077,5
"1612HC",84,68,90,26913.000,"T","T","F","F",9593.000,7.000,"name2370@molbe.cat",2010-12-11,1181.381,4
"1612NT",70,56,87,4205.000,"F","T","F","M",9389.000,7.000,"name29547@zigzag.com",1999-02-25,612.820,1
"1612NT",70,56,87,8605.000,"T","F","F","M",9389.000,10.000,"name18021@wwmail.es",2010-10-03,1316.980,2
"1612NT",70,56,87,23605.000,,,,"M",9389.000,10.000,"name20473@wwmail.es",2006-07-30,318.717,1
"1612PY",86,72,90,5193.000,"T","T","F","M",8171.000,10.000,"name13237@tnet.uk",2009-09-26,1678.167,4
"1612PY",86,72,90,15674.000,"T","F","F","M",8171.000,8.000,"name18977@wwmail.es",2006-12-28,736.160,3
"1613FB",70,55,91,21986.000,"T","F","F","F",400.000,2.000,"name28974@zigzag.cat",2010-01-26,345.072,2
"1613FB",70,55,91,26986.000,,,,"F",400.000,3.000,"name26488@wwmail.uk",2010-01-27,1769.732,6
"1613NN",82,66,91,3248.000,"F","T","F","F",5055.000,1.000,"name26179@wwmail.uk",2009-08-16,309.367,2
"1614AW",70,56,93,11512.000,,,,"F",4445.000,7.000,"name21327@wwmail.inc",2007-10-29,364.511,1
"1614AW",70,56,93,16512.000,"F","F","T","F",4445.000,5.000,"name28410@zigzag.cat",2010-04-05,1275.823,3
"1614IB",74,58,89,10305.000,,,,"F",1524.000,7.000,"name17070@wwmail.de",2009-10-24,750.752,2
"1614IB",74,58,89,5342.000,"T","T","T","F",1524.000,7.000,"name15925@wwmail.de",1999-12-21,490.500,1
